symbol,min_spread,phi,open_mult,rho,zeta,theta_kappa,classifier_threshold,train_sharpe,test_sharpe,test_pnl,total_pnl,avg_daily_pnl,profitable_days,test_days,pnl_std
BEL26JUNFUT,0.1,0.001,2.0,0.3,0.5,2.0,0.4,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.3,0.5,2.0,0.5,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.3,0.5,2.0,0.6,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.0,0.4,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.0,0.5,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.0,0.6,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.4,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.5,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.3,1.0,1.5,0.6,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.4,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.5,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.3,1.0,2.0,0.6,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.4,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.5,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.0,0.6,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.5,0.4,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.5,0.5,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.3,1.5,0.6,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.3,2.0,0.4,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.3,2.0,0.5,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.3,2.0,0.6,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.0,0.4,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.0,0.5,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.0,0.6,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.5,0.4,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.5,0.5,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.5,1.5,0.6,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.5,2.0,0.4,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.5,2.0,0.5,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.5,0.5,2.0,0.6,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.0,0.4,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.0,0.5,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.0,0.6,-15.2404,0.0,-143.13,-191.78,-38.36,0,4,35.67
BEL26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.5,0.4,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.5,0.5,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.5,1.0,1.5,0.6,-11.5169,0.0,-287.53,-771.34,-154.27,0,4,176.77
BEL26JUNFUT,0.1,0.001,2.0,0.5,1.0,2.0,0.4,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.5,1.0,2.0,0.5,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BEL26JUNFUT,0.1,0.001,2.0,0.5,1.0,2.0,0.6,-6.6571,22.3475,4664.51,4422.3,884.46,2,4,2692.97
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.3,1.0,0.4,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.3,1.0,0.5,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.3,1.0,0.6,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.3,1.5,0.4,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.3,1.5,0.5,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.3,1.5,0.6,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.3,2.0,0.4,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.3,2.0,0.5,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.3,2.0,0.6,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.5,1.0,0.4,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.5,1.0,0.5,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.5,1.0,0.6,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.5,1.5,0.4,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.5,1.5,0.5,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.5,1.5,0.6,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.5,2.0,0.4,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.5,2.0,0.5,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,0.5,2.0,0.6,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,1.0,1.0,0.4,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,1.0,1.0,0.5,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,1.0,1.0,0.6,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,1.0,1.5,0.4,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,1.0,1.5,0.5,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,1.0,1.5,0.6,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,1.0,2.0,0.4,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,1.0,2.0,0.5,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.2,1.0,2.0,0.6,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.3,1.0,0.4,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.3,1.0,0.5,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.3,1.0,0.6,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.3,1.5,0.4,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.3,1.5,0.5,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.3,1.5,0.6,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.3,2.0,0.4,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.3,2.0,0.5,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.3,2.0,0.6,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.5,1.0,0.4,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.5,1.0,0.5,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.5,1.0,0.6,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.5,1.5,0.4,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.5,1.5,0.5,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.5,1.5,0.6,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.5,2.0,0.4,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.5,2.0,0.5,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,0.5,2.0,0.6,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,1.0,1.0,0.4,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,1.0,1.0,0.5,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,1.0,1.0,0.6,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,1.0,1.5,0.4,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,1.0,1.5,0.5,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,1.0,1.5,0.6,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,1.0,2.0,0.4,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,1.0,2.0,0.5,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.3,1.0,2.0,0.6,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.3,1.0,0.4,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.3,1.0,0.5,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.3,1.0,0.6,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.3,1.5,0.4,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.3,1.5,0.5,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.3,1.5,0.6,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.3,2.0,0.4,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.3,2.0,0.5,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.3,2.0,0.6,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.5,1.0,0.4,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.5,1.0,0.5,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.5,1.0,0.6,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.5,1.5,0.4,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.5,1.5,0.5,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.5,1.5,0.6,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.5,2.0,0.4,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.5,2.0,0.5,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,0.5,2.0,0.6,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,1.0,1.0,0.4,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,1.0,1.0,0.5,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,1.0,1.0,0.6,-13.5022,0.0,-439.71,-937.76,-187.55,0,4,230.44
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,1.0,1.5,0.4,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,1.0,1.5,0.5,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,1.0,1.5,0.6,-74.3283,0.0,3270.44,2773.01,554.6,1,4,7346.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,1.0,2.0,0.4,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,1.0,2.0,0.5,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BANKBARODA26JUNFUT,0.05,0.0005,1.5,0.5,1.0,2.0,0.6,2.6797,0.0,-11438.53,-3391.99,-678.4,2,4,6255.51
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.3,1.0,0.4,-6.0522,-2.175,-45593.25,-32717.62,-6543.52,3,4,17767.35
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.3,1.0,0.5,-6.9549,-3.4575,-50632.91,-37757.29,-7551.46,3,4,18872.06
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.3,1.0,0.6,-7.042,-4.2875,-53976.85,-40556.99,-8111.4,3,4,19776.37
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.3,1.5,0.4,-2.4733,10.585,43667.48,56967.71,11393.54,3,4,27513.68
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.3,1.5,0.5,-3.4144,11.0275,27133.18,39623.37,7924.67,3,4,24550.4
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.3,1.5,0.6,-3.2249,10.685,37613.87,50149.05,10029.81,3,4,27022.15
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.3,2.0,0.4,-16.099,6.0475,-59026.48,-68339.72,-13667.94,1,4,22100.69
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.3,2.0,0.5,-12.3062,5.8075,-65946.94,-71440.77,-14288.15,1,4,23597.65
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.3,2.0,0.6,-10.3595,5.4425,-77407.47,-75355.24,-15071.05,2,4,25893.34
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.5,1.0,0.4,-6.0522,-2.175,-45593.25,-32717.62,-6543.52,3,4,17767.35
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.5,1.0,0.5,-6.9549,-3.4575,-50632.91,-37757.29,-7551.46,3,4,18872.06
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.5,1.0,0.6,-7.042,-4.2875,-53976.85,-40556.99,-8111.4,3,4,19776.37
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.5,1.5,0.4,-2.457,10.7675,44394.59,57694.82,11538.96,3,4,27712.51
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.5,1.5,0.5,-3.4167,11.025,27118.18,39608.37,7921.67,3,4,24554.4
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.5,1.5,0.6,-3.2261,10.6825,37606.37,50141.55,10028.31,3,4,27024.08
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.5,2.0,0.4,-16.7492,6.0375,-58069.87,-67383.11,-13476.62,1,4,21779.47
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.5,2.0,0.5,-12.6381,5.7775,-65838.31,-71332.14,-14266.43,1,4,23266.26
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,0.5,2.0,0.6,-10.3591,5.4425,-77399.97,-75347.74,-15069.55,2,4,25892.34
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,1.0,1.0,0.4,-6.125,-2.2,-46013.04,-33137.41,-6627.48,3,4,17836.47
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,1.0,1.0,0.5,-6.9546,-3.455,-50625.41,-37749.8,-7549.96,3,4,18870.06
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,1.0,1.0,0.6,-7.042,-4.2875,-53976.85,-40556.99,-8111.4,3,4,19776.37
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,1.0,1.5,0.4,-3.2707,10.105,36365.93,49658.66,9931.73,3,4,29197.69
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,1.0,1.5,0.5,-3.4167,11.025,27133.17,39623.37,7924.67,3,4,24557.57
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,1.0,1.5,0.6,-3.2261,10.6825,37606.37,50141.55,10028.31,3,4,27024.08
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,1.0,2.0,0.4,-16.7492,6.095,-55928.61,-65241.85,-13048.37,1,4,21523.74
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,1.0,2.0,0.5,-12.6377,5.7775,-65823.33,-71317.15,-14263.43,1,4,23264.02
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.2,1.0,2.0,0.6,-10.3586,5.4425,-77392.47,-75340.24,-15068.05,2,4,25891.34
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.3,1.0,0.4,-6.0522,-2.175,-45593.25,-32717.62,-6543.52,3,4,17767.35
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.3,1.0,0.5,-6.9549,-3.4575,-50632.91,-37757.29,-7551.46,3,4,18872.06
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.3,1.0,0.6,-7.042,-4.2875,-53976.85,-40556.99,-8111.4,3,4,19776.37
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.3,1.5,0.4,-2.4733,10.585,43674.97,56975.21,11395.04,3,4,27514.89
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.3,1.5,0.5,-3.4144,11.0275,27133.18,39623.37,7924.67,3,4,24550.4
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.3,1.5,0.6,-3.2249,10.685,37613.87,50149.05,10029.81,3,4,27022.15
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.3,2.0,0.4,-16.099,6.0475,-59026.48,-68339.72,-13667.94,1,4,22100.69
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.3,2.0,0.5,-12.3062,5.8075,-65946.94,-71440.77,-14288.15,1,4,23597.65
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.3,2.0,0.6,-10.3595,5.4425,-77407.47,-75355.24,-15071.05,2,4,25893.34
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.5,1.0,0.4,-6.0522,-2.175,-45593.25,-32717.62,-6543.52,3,4,17767.35
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.5,1.0,0.5,-6.9549,-3.4575,-50632.91,-37757.29,-7551.46,3,4,18872.06
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.5,1.0,0.6,-7.042,-4.2875,-53976.85,-40556.99,-8111.4,3,4,19776.37
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.5,1.5,0.4,-2.457,10.7675,44394.59,57694.82,11538.96,3,4,27712.51
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.5,1.5,0.5,-3.4167,11.025,27118.18,39608.37,7921.67,3,4,24554.4
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.5,1.5,0.6,-3.2261,10.6825,37606.37,50141.55,10028.31,3,4,27024.08
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.5,2.0,0.4,-16.7492,6.0375,-58069.87,-67383.11,-13476.62,1,4,21779.47
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.5,2.0,0.5,-12.6381,5.7775,-65838.31,-71332.14,-14266.43,1,4,23266.26
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,0.5,2.0,0.6,-10.3591,5.4425,-77399.97,-75347.74,-15069.55,2,4,25892.34
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,1.0,1.0,0.4,-6.125,-2.2,-46013.04,-33137.41,-6627.48,3,4,17836.47
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,1.0,1.0,0.5,-6.9546,-3.455,-50625.41,-37749.8,-7549.96,3,4,18870.06
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,1.0,1.0,0.6,-7.042,-4.2875,-53976.85,-40556.99,-8111.4,3,4,19776.37
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,1.0,1.5,0.4,-3.2707,10.105,36365.93,49658.66,9931.73,3,4,29197.69
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,1.0,1.5,0.5,-3.4167,11.025,27133.17,39623.37,7924.67,3,4,24557.57
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,1.0,1.5,0.6,-3.2261,10.6825,37606.37,50141.55,10028.31,3,4,27024.08
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,1.0,2.0,0.4,-16.7492,6.095,-55928.61,-65241.85,-13048.37,1,4,21523.74
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,1.0,2.0,0.5,-12.6377,5.7775,-65823.33,-71317.15,-14263.43,1,4,23264.02
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.3,1.0,2.0,0.6,-10.3586,5.4425,-77392.47,-75340.24,-15068.05,2,4,25891.34
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.5,0.3,1.0,0.4,-6.0522,-2.175,-45593.25,-32717.62,-6543.52,3,4,17767.35
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.5,0.3,1.0,0.5,-6.9549,-3.4575,-50632.91,-37757.29,-7551.46,3,4,18872.06
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.5,0.3,1.0,0.6,-7.042,-4.2875,-53976.85,-40556.99,-8111.4,3,4,19776.37
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.5,0.3,1.5,0.4,-2.4722,10.585,43682.47,56982.71,11396.54,3,4,27512.83
BAJFINANCE26JUNFUT,0.05,0.005,1.5,0.5,0.3,1.5,0.5,-3.4144,11.0275,27133.18,39623.37,7924.67,3,4,24550.4
