symbol,gamma,kappa,min_spread,open_mult,train_sharpe,train_pnl,test_sharpe,test_pnl,total_pnl,avg_daily_pnl,profitable_days,test_days,pnl_std
CIPLA26JUNFUT,0.001,1.0,0.5,1.0,1.6258,-15107.84,3.4525,23447.9,23397.88,4679.58,2,4,23498.49
CIPLA26JUNFUT,0.001,1.0,0.5,1.5,1.7273,-25152.72,-0.8625,-24849.36,-26402.95,-5280.59,1,4,16850.09
CIPLA26JUNFUT,0.001,1.0,0.5,2.0,6.951,-6112.36,1.1325,883.91,3700.02,740.0,2,4,22469.35
CIPLA26JUNFUT,0.001,1.0,0.5,3.0,9.111,3756.96,4.6875,25275.37,28091.48,5618.3,2,4,21089.86
CIPLA26JUNFUT,0.001,1.5,0.05,1.0,7.8812,-3397.55,2.8475,-41154.44,-14457.94,-2891.59,2,4,25708.4
CIPLA26JUNFUT,0.001,1.5,0.05,1.5,8.4117,1175.45,3.4125,-27817.6,-4614.23,-922.85,2,4,24396.49
CIPLA26JUNFUT,0.001,1.5,0.05,2.0,6.5933,-3415.45,2.9575,-34930.41,-19424.84,-3884.97,2,4,24708.95
CIPLA26JUNFUT,0.001,1.5,0.05,3.0,10.535,12517.63,4.2675,-23993.74,-750.77,-150.15,2,4,25996.9
CIPLA26JUNFUT,0.001,1.5,0.1,1.0,7.8812,-3397.55,2.8475,-41154.44,-14457.94,-2891.59,2,4,25708.4
CIPLA26JUNFUT,0.001,1.5,0.1,1.5,8.4117,1175.45,3.4125,-27817.6,-4614.23,-922.85,2,4,24396.49
CIPLA26JUNFUT,0.001,1.5,0.1,2.0,6.5933,-3415.45,2.9575,-34930.41,-19424.84,-3884.97,2,4,24708.95
CIPLA26JUNFUT,0.001,1.5,0.1,3.0,10.535,12517.63,4.2675,-23993.74,-750.77,-150.15,2,4,25996.9
CIPLA26JUNFUT,0.001,1.5,0.25,1.0,7.8812,-3397.55,2.8475,-41154.44,-14457.94,-2891.59,2,4,25708.4
CIPLA26JUNFUT,0.001,1.5,0.25,1.5,8.4117,1175.45,3.4125,-27817.6,-4614.23,-922.85,2,4,24396.49
CIPLA26JUNFUT,0.001,1.5,0.25,2.0,6.5933,-3415.45,2.9575,-34930.41,-19424.84,-3884.97,2,4,24708.95
CIPLA26JUNFUT,0.001,1.5,0.25,3.0,10.535,12517.63,4.2675,-23993.74,-750.77,-150.15,2,4,25996.9
CIPLA26JUNFUT,0.001,1.5,0.5,1.0,7.8812,-3397.55,2.8475,-41154.44,-14457.94,-2891.59,2,4,25708.4
CIPLA26JUNFUT,0.001,1.5,0.5,1.5,8.4117,1175.45,3.4125,-27817.6,-4614.23,-922.85,2,4,24396.49
CIPLA26JUNFUT,0.001,1.5,0.5,2.0,6.5933,-3415.45,2.9575,-34930.41,-19424.84,-3884.97,2,4,24708.95
CIPLA26JUNFUT,0.001,1.5,0.5,3.0,10.535,12517.63,4.2675,-23993.74,-750.77,-150.15,2,4,25996.9
CIPLA26JUNFUT,0.001,2.0,0.05,1.0,2.171,-113970.35,5.9225,-74135.59,-125655.3,-25131.06,2,4,38013.39
CIPLA26JUNFUT,0.001,2.0,0.05,1.5,4.7244,-57465.18,7.43,903.8,-25662.57,-5132.51,2,4,37936.82
CIPLA26JUNFUT,0.001,2.0,0.05,2.0,4.8796,-65690.95,6.7325,-35641.52,-61565.25,-12313.05,2,4,29981.23
CIPLA26JUNFUT,0.001,2.0,0.05,3.0,3.9148,-67526.39,6.395,-30323.43,-60538.83,-12107.77,2,4,30237.64
CIPLA26JUNFUT,0.001,2.0,0.1,1.0,2.171,-113970.35,5.9225,-74135.59,-125655.3,-25131.06,2,4,38013.39
CIPLA26JUNFUT,0.001,2.0,0.1,1.5,4.7244,-57465.18,7.43,903.8,-25662.57,-5132.51,2,4,37936.82
CIPLA26JUNFUT,0.001,2.0,0.1,2.0,4.8796,-65690.95,6.7325,-35641.52,-61565.25,-12313.05,2,4,29981.23
CIPLA26JUNFUT,0.001,2.0,0.1,3.0,3.9148,-67526.39,6.395,-30323.43,-60538.83,-12107.77,2,4,30237.64
CIPLA26JUNFUT,0.001,2.0,0.25,1.0,2.171,-113970.35,5.9225,-74135.59,-125655.3,-25131.06,2,4,38013.39
CIPLA26JUNFUT,0.001,2.0,0.25,1.5,4.7244,-57465.18,7.43,903.8,-25662.57,-5132.51,2,4,37936.82
CIPLA26JUNFUT,0.001,2.0,0.25,2.0,4.8796,-65690.95,6.7325,-35641.52,-61565.25,-12313.05,2,4,29981.23
CIPLA26JUNFUT,0.001,2.0,0.25,3.0,3.9148,-67526.39,6.395,-30323.43,-60538.83,-12107.77,2,4,30237.64
CIPLA26JUNFUT,0.001,2.0,0.5,1.0,2.171,-113970.35,5.9225,-74135.59,-125655.3,-25131.06,2,4,38013.39
CIPLA26JUNFUT,0.001,2.0,0.5,1.5,4.7244,-57465.18,7.43,903.8,-25662.57,-5132.51,2,4,37936.82
CIPLA26JUNFUT,0.001,2.0,0.5,2.0,4.8796,-65690.95,6.7325,-35641.52,-61565.25,-12313.05,2,4,29981.23
CIPLA26JUNFUT,0.001,2.0,0.5,3.0,3.9148,-67526.39,6.395,-30323.43,-60538.83,-12107.77,2,4,30237.64
CIPLA26JUNFUT,0.002,1.0,0.05,1.0,-1.4527,-19453.46,2.835,19574.97,14425.38,2885.08,2,4,22621.59
CIPLA26JUNFUT,0.002,1.0,0.05,1.5,0.4569,-27125.13,-1.46,-29889.89,-33309.77,-6661.95,1,4,16751.0
CIPLA26JUNFUT,0.002,1.0,0.05,2.0,8.0727,-6476.23,1.76,757.82,1707.63,341.53,2,4,22408.13
CIPLA26JUNFUT,0.002,1.0,0.05,3.0,9.3023,1793.04,4.1225,20243.33,21193.14,4238.63,2,4,21521.33
CIPLA26JUNFUT,0.002,1.0,0.1,1.0,-1.4527,-19453.46,2.835,19574.97,14425.38,2885.08,2,4,22621.59
CIPLA26JUNFUT,0.002,1.0,0.1,1.5,0.4569,-27125.13,-1.46,-29889.89,-33309.77,-6661.95,1,4,16751.0
CIPLA26JUNFUT,0.002,1.0,0.1,2.0,8.0727,-6476.23,1.76,757.82,1707.63,341.53,2,4,22408.13
CIPLA26JUNFUT,0.002,1.0,0.1,3.0,9.3023,1793.04,4.1225,20243.33,21193.14,4238.63,2,4,21521.33
CIPLA26JUNFUT,0.002,1.0,0.25,1.0,-1.4527,-19453.46,2.835,19574.97,14425.38,2885.08,2,4,22621.59
CIPLA26JUNFUT,0.002,1.0,0.25,1.5,0.4569,-27125.13,-1.46,-29889.89,-33309.77,-6661.95,1,4,16751.0
CIPLA26JUNFUT,0.002,1.0,0.25,2.0,8.0727,-6476.23,1.76,757.82,1707.63,341.53,2,4,22408.13
CIPLA26JUNFUT,0.002,1.0,0.25,3.0,9.3023,1793.04,4.1225,20243.33,21193.14,4238.63,2,4,21521.33
CIPLA26JUNFUT,0.002,1.0,0.5,1.0,-1.4527,-19453.46,2.835,19574.97,14425.38,2885.08,2,4,22621.59
CIPLA26JUNFUT,0.002,1.0,0.5,1.5,0.4569,-27125.13,-1.46,-29889.89,-33309.77,-6661.95,1,4,16751.0
CIPLA26JUNFUT,0.002,1.0,0.5,2.0,8.0727,-6476.23,1.76,757.82,1707.63,341.53,2,4,22408.13
CIPLA26JUNFUT,0.002,1.0,0.5,3.0,9.3023,1793.04,4.1225,20243.33,21193.14,4238.63,2,4,21521.33
CIPLA26JUNFUT,0.002,1.5,0.05,1.0,7.5206,-6932.9,3.665,-18612.83,3391.05,678.21,3,4,25262.12
CIPLA26JUNFUT,0.002,1.5,0.05,1.5,7.63,-189.43,4.54,-2740.73,16358.87,3271.77,3,4,21638.75
CIPLA26JUNFUT,0.002,1.5,0.05,2.0,7.1952,3268.37,3.9875,-10383.27,8286.07,1657.21,2,4,21701.29
CIPLA26JUNFUT,0.002,1.5,0.05,3.0,9.6208,8665.33,5.04,-6015.1,13582.85,2716.57,2,4,22088.16
CIPLA26JUNFUT,0.002,1.5,0.1,1.0,7.5206,-6932.9,3.665,-18612.83,3391.05,678.21,3,4,25262.12
CIPLA26JUNFUT,0.002,1.5,0.1,1.5,7.63,-189.43,4.54,-2740.73,16358.87,3271.77,3,4,21638.75
CIPLA26JUNFUT,0.002,1.5,0.1,2.0,7.1952,3268.37,3.9875,-10383.27,8286.07,1657.21,2,4,21701.29
CIPLA26JUNFUT,0.002,1.5,0.1,3.0,9.6208,8665.33,5.04,-6015.1,13582.85,2716.57,2,4,22088.16
CIPLA26JUNFUT,0.002,1.5,0.25,1.0,7.5206,-6932.9,3.665,-18612.83,3391.05,678.21,3,4,25262.12
CIPLA26JUNFUT,0.002,1.5,0.25,1.5,7.63,-189.43,4.54,-2740.73,16358.87,3271.77,3,4,21638.75
CIPLA26JUNFUT,0.002,1.5,0.25,2.0,7.1952,3268.37,3.9875,-10383.27,8286.07,1657.21,2,4,21701.29
CIPLA26JUNFUT,0.002,1.5,0.25,3.0,9.6208,8665.33,5.04,-6015.1,13582.85,2716.57,2,4,22088.16
CIPLA26JUNFUT,0.002,1.5,0.5,1.0,7.5206,-6932.9,3.665,-18612.83,3391.05,678.21,3,4,25262.12
CIPLA26JUNFUT,0.002,1.5,0.5,1.5,7.63,-189.43,4.54,-2740.73,16358.87,3271.77,3,4,21638.75
CIPLA26JUNFUT,0.002,1.5,0.5,2.0,7.1952,3268.37,3.9875,-10383.27,8286.07,1657.21,2,4,21701.29
CIPLA26JUNFUT,0.002,1.5,0.5,3.0,9.6208,8665.33,5.04,-6015.1,13582.85,2716.57,2,4,22088.16
CIPLA26JUNFUT,0.002,2.0,0.05,1.0,2.7177,-101486.22,6.2675,-58198.8,-107228.15,-21445.63,2,4,34395.32
CIPLA26JUNFUT,0.002,2.0,0.05,1.5,5.1821,-49477.24,7.34,3425.5,-20750.02,-4150.0,2,4,32984.33
CIPLA26JUNFUT,0.002,2.0,0.05,2.0,5.3867,-58260.44,6.88,-30148.09,-53555.08,-10711.02,2,4,25777.65
CIPLA26JUNFUT,0.002,2.0,0.05,3.0,4.2612,-63205.91,6.3525,-29623.1,-57347.52,-11469.5,2,4,27127.69
CIPLA26JUNFUT,0.002,2.0,0.1,1.0,2.7177,-101486.22,6.2675,-58198.8,-107228.15,-21445.63,2,4,34395.32
CIPLA26JUNFUT,0.002,2.0,0.1,1.5,5.1821,-49477.24,7.34,3425.5,-20750.02,-4150.0,2,4,32984.33
CIPLA26JUNFUT,0.002,2.0,0.1,2.0,5.3867,-58260.44,6.88,-30148.09,-53555.08,-10711.02,2,4,25777.65
CIPLA26JUNFUT,0.002,2.0,0.1,3.0,4.2612,-63205.91,6.3525,-29623.1,-57347.52,-11469.5,2,4,27127.69
CIPLA26JUNFUT,0.002,2.0,0.25,1.0,2.7177,-101486.22,6.2675,-58198.8,-107228.15,-21445.63,2,4,34395.32
CIPLA26JUNFUT,0.002,2.0,0.25,1.5,5.1821,-49477.24,7.34,3425.5,-20750.02,-4150.0,2,4,32984.33
CIPLA26JUNFUT,0.002,2.0,0.25,2.0,5.3867,-58260.44,6.88,-30148.09,-53555.08,-10711.02,2,4,25777.65
CIPLA26JUNFUT,0.002,2.0,0.25,3.0,4.2612,-63205.91,6.3525,-29623.1,-57347.52,-11469.5,2,4,27127.69
CIPLA26JUNFUT,0.002,2.0,0.5,1.0,2.7177,-101486.22,6.2675,-58198.8,-107228.15,-21445.63,2,4,34395.32
CIPLA26JUNFUT,0.002,2.0,0.5,1.5,5.1821,-49477.24,7.34,3425.5,-20750.02,-4150.0,2,4,32984.33
CIPLA26JUNFUT,0.002,2.0,0.5,2.0,5.3867,-58260.44,6.88,-30148.09,-53555.08,-10711.02,2,4,25777.65
CIPLA26JUNFUT,0.002,2.0,0.5,3.0,4.2612,-63205.91,6.3525,-29623.1,-57347.52,-11469.5,2,4,27127.69
CIPLA26JUNFUT,0.005,1.0,0.05,1.0,-0.4731,-17813.4,3.0075,14340.45,10379.41,2075.88,2,4,19049.78
CIPLA26JUNFUT,0.005,1.0,0.05,1.5,2.2331,-25212.43,-2.115,-35318.99,-36618.11,-7323.62,1,4,16465.43
CIPLA26JUNFUT,0.005,1.0,0.05,2.0,6.1723,-10121.48,0.3075,-14528.33,-14318.12,-2863.62,2,4,20238.89
CIPLA26JUNFUT,0.005,1.0,0.05,3.0,7.5992,-504.6,3.07,7404.56,7614.77,1522.95,2,4,19564.48
CIPLA26JUNFUT,0.005,1.0,0.1,1.0,-0.4731,-17813.4,3.0075,14340.45,10379.41,2075.88,2,4,19049.78
CIPLA26JUNFUT,0.005,1.0,0.1,1.5,2.2331,-25212.43,-2.115,-35318.99,-36618.11,-7323.62,1,4,16465.43
CIPLA26JUNFUT,0.005,1.0,0.1,2.0,6.1723,-10121.48,0.3075,-14528.33,-14318.12,-2863.62,2,4,20238.89
CIPLA26JUNFUT,0.005,1.0,0.1,3.0,7.5992,-504.6,3.07,7404.56,7614.77,1522.95,2,4,19564.48
CIPLA26JUNFUT,0.005,1.0,0.25,1.0,-0.4731,-17813.4,3.0075,14340.45,10379.41,2075.88,2,4,19049.78
CIPLA26JUNFUT,0.005,1.0,0.25,1.5,2.2331,-25212.43,-2.115,-35318.99,-36618.11,-7323.62,1,4,16465.43
CIPLA26JUNFUT,0.005,1.0,0.25,2.0,6.1723,-10121.48,0.3075,-14528.33,-14318.12,-2863.62,2,4,20238.89
CIPLA26JUNFUT,0.005,1.0,0.25,3.0,7.5992,-504.6,3.07,7404.56,7614.77,1522.95,2,4,19564.48
CIPLA26JUNFUT,0.005,1.0,0.5,1.0,-0.4731,-17813.4,3.0075,14340.45,10379.41,2075.88,2,4,19049.78
CIPLA26JUNFUT,0.005,1.0,0.5,1.5,2.2331,-25212.43,-2.115,-35318.99,-36618.11,-7323.62,1,4,16465.43
CIPLA26JUNFUT,0.005,1.0,0.5,2.0,6.1723,-10121.48,0.3075,-14528.33,-14318.12,-2863.62,2,4,20238.89
CIPLA26JUNFUT,0.005,1.0,0.5,3.0,7.5992,-504.6,3.07,7404.56,7614.77,1522.95,2,4,19564.48
CIPLA26JUNFUT,0.005,1.5,0.05,1.0,6.479,-15317.63,4.455,3687.69,13068.52,2613.7,3,4,24671.03
CIPLA26JUNFUT,0.005,1.5,0.05,1.5,6.6365,-9690.96,4.8675,2012.19,10806.63,2161.33,3,4,21600.65
CIPLA26JUNFUT,0.005,1.5,0.05,2.0,6.0648,-5635.64,4.3225,-5671.05,2705.88,541.18,2,4,22662.86
CIPLA26JUNFUT,0.005,1.5,0.05,3.0,8.4125,-911.94,5.27,-4547.86,4753.44,950.69,2,4,22140.29
CIPLA26JUNFUT,0.005,1.5,0.1,1.0,6.479,-15317.63,4.455,3687.69,13068.52,2613.7,3,4,24671.03
CIPLA26JUNFUT,0.005,1.5,0.1,1.5,6.6365,-9690.96,4.8675,2012.19,10806.63,2161.33,3,4,21600.65
CIPLA26JUNFUT,0.005,1.5,0.1,2.0,6.0648,-5635.64,4.3225,-5671.05,2705.88,541.18,2,4,22662.86
CIPLA26JUNFUT,0.005,1.5,0.1,3.0,8.4125,-911.94,5.27,-4547.86,4753.44,950.69,2,4,22140.29
CIPLA26JUNFUT,0.005,1.5,0.25,1.0,6.479,-15317.63,4.455,3687.69,13068.52,2613.7,3,4,24671.03
CIPLA26JUNFUT,0.005,1.5,0.25,1.5,6.6365,-9690.96,4.8675,2012.19,10806.63,2161.33,3,4,21600.65
CIPLA26JUNFUT,0.005,1.5,0.25,2.0,6.0648,-5635.64,4.3225,-5671.05,2705.88,541.18,2,4,22662.86
CIPLA26JUNFUT,0.005,1.5,0.25,3.0,8.4125,-911.94,5.27,-4547.86,4753.44,950.69,2,4,22140.29
CIPLA26JUNFUT,0.005,1.5,0.5,1.0,6.479,-15317.63,4.455,3687.69,13068.52,2613.7,3,4,24671.03
CIPLA26JUNFUT,0.005,1.5,0.5,1.5,6.6365,-9690.96,4.8675,2012.19,10806.63,2161.33,3,4,21600.65
CIPLA26JUNFUT,0.005,1.5,0.5,2.0,6.0648,-5635.64,4.3225,-5671.05,2705.88,541.18,2,4,22662.86
CIPLA26JUNFUT,0.005,1.5,0.5,3.0,8.4125,-911.94,5.27,-4547.86,4753.44,950.69,2,4,22140.29
CIPLA26JUNFUT,0.005,2.0,0.05,1.0,4.2273,-72800.91,6.3025,-34041.83,-68222.3,-13644.46,2,4,28250.18
CIPLA26JUNFUT,0.005,2.0,0.05,1.5,5.9033,-36995.22,6.9675,2081.79,-12087.78,-2417.56,2,4,31175.72
CIPLA26JUNFUT,0.005,2.0,0.05,2.0,6.7702,-42460.04,6.725,-22927.14,-35174.76,-7034.95,2,4,24772.68
CIPLA26JUNFUT,0.005,2.0,0.05,3.0,5.7812,-45096.56,6.265,-17907.08,-34047.13,-6809.43,2,4,26246.71
CIPLA26JUNFUT,0.005,2.0,0.1,1.0,4.2273,-72800.91,6.3025,-34041.83,-68222.3,-13644.46,2,4,28250.18
CIPLA26JUNFUT,0.005,2.0,0.1,1.5,5.9033,-36995.22,6.9675,2081.79,-12087.78,-2417.56,2,4,31175.72
CIPLA26JUNFUT,0.005,2.0,0.1,2.0,6.7702,-42460.04,6.725,-22927.14,-35174.76,-7034.95,2,4,24772.68
CIPLA26JUNFUT,0.005,2.0,0.1,3.0,5.7812,-45096.56,6.265,-17907.08,-34047.13,-6809.43,2,4,26246.71
CIPLA26JUNFUT,0.005,2.0,0.25,1.0,4.2273,-72800.91,6.3025,-34041.83,-68222.3,-13644.46,2,4,28250.18
CIPLA26JUNFUT,0.005,2.0,0.25,1.5,5.9033,-36995.22,6.9675,2081.79,-12087.78,-2417.56,2,4,31175.72
CIPLA26JUNFUT,0.005,2.0,0.25,2.0,6.7702,-42460.04,6.725,-22927.14,-35174.76,-7034.95,2,4,24772.68
CIPLA26JUNFUT,0.005,2.0,0.25,3.0,5.7812,-45096.56,6.265,-17907.08,-34047.13,-6809.43,2,4,26246.71
CIPLA26JUNFUT,0.005,2.0,0.5,1.0,4.2273,-72800.91,6.3025,-34041.83,-68222.3,-13644.46,2,4,28250.18
CIPLA26JUNFUT,0.005,2.0,0.5,1.5,5.9033,-36995.22,6.9675,2081.79,-12087.78,-2417.56,2,4,31175.72
CIPLA26JUNFUT,0.005,2.0,0.5,2.0,6.7702,-42460.04,6.725,-22927.14,-35174.76,-7034.95,2,4,24772.68
CIPLA26JUNFUT,0.005,2.0,0.5,3.0,5.7812,-45096.56,6.265,-17907.08,-34047.13,-6809.43,2,4,26246.71
CROMPTON26JUNFUT,0.0005,1.0,0.05,1.0,0.0,-100.32,0.0,-182.08,-182.08,-36.42,0,4,32.61
CROMPTON26JUNFUT,0.0005,1.0,0.05,1.5,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.0005,1.0,0.05,2.0,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.0005,1.0,0.05,3.0,0.0,-159.11,0.0,-466.22,-466.22,-93.24,0,4,147.66
CROMPTON26JUNFUT,0.0005,1.0,0.1,1.0,0.0,-100.32,0.0,-182.08,-182.08,-36.42,0,4,32.61
CROMPTON26JUNFUT,0.0005,1.0,0.1,1.5,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.0005,1.0,0.1,2.0,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.0005,1.0,0.1,3.0,0.0,-159.11,0.0,-466.22,-466.22,-93.24,0,4,147.66
CROMPTON26JUNFUT,0.0005,1.0,0.25,1.0,0.0,-100.32,0.0,-182.08,-182.08,-36.42,0,4,32.61
CROMPTON26JUNFUT,0.0005,1.0,0.25,1.5,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.0005,1.0,0.25,2.0,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.0005,1.0,0.25,3.0,0.0,-159.11,0.0,-466.22,-466.22,-93.24,0,4,147.66
CROMPTON26JUNFUT,0.0005,1.0,0.5,1.0,0.0,-100.32,0.0,-182.08,-182.08,-36.42,0,4,32.61
CROMPTON26JUNFUT,0.0005,1.0,0.5,1.5,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.0005,1.0,0.5,2.0,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.0005,1.0,0.5,3.0,0.0,-159.11,0.0,-466.22,-466.22,-93.24,0,4,147.66
CROMPTON26JUNFUT,0.0005,1.5,0.05,1.0,0.0,-9460.48,0.0,-11564.1,-11613.69,-2322.74,1,4,5005.13
CROMPTON26JUNFUT,0.0005,1.5,0.05,1.5,-3.4315,-9307.34,-3.1675,4258.16,4258.16,851.63,1,4,9255.91
CROMPTON26JUNFUT,0.0005,1.5,0.05,2.0,-3.4315,-9282.85,-3.1675,4307.14,4307.14,861.43,1,4,9254.92
CROMPTON26JUNFUT,0.0005,1.5,0.05,3.0,-3.4315,-9282.85,-3.1675,4307.14,4307.14,861.43,1,4,9254.92
CROMPTON26JUNFUT,0.0005,1.5,0.1,1.0,0.0,-9460.48,0.0,-11564.1,-11613.69,-2322.74,1,4,5005.13
CROMPTON26JUNFUT,0.0005,1.5,0.1,1.5,-3.4315,-9307.34,-3.1675,4258.16,4258.16,851.63,1,4,9255.91
CROMPTON26JUNFUT,0.0005,1.5,0.1,2.0,-3.4315,-9282.85,-3.1675,4307.14,4307.14,861.43,1,4,9254.92
CROMPTON26JUNFUT,0.0005,1.5,0.1,3.0,-3.4315,-9282.85,-3.1675,4307.14,4307.14,861.43,1,4,9254.92
CROMPTON26JUNFUT,0.0005,1.5,0.25,1.0,0.0,-9460.48,0.0,-11564.1,-11613.69,-2322.74,1,4,5005.13
CROMPTON26JUNFUT,0.0005,1.5,0.25,1.5,-3.4315,-9307.34,-3.1675,4258.16,4258.16,851.63,1,4,9255.91
CROMPTON26JUNFUT,0.0005,1.5,0.25,2.0,-3.4315,-9282.85,-3.1675,4307.14,4307.14,861.43,1,4,9254.92
CROMPTON26JUNFUT,0.0005,1.5,0.25,3.0,-3.4315,-9282.85,-3.1675,4307.14,4307.14,861.43,1,4,9254.92
CROMPTON26JUNFUT,0.0005,1.5,0.5,1.0,0.0,-9460.48,0.0,-11564.1,-11613.69,-2322.74,1,4,5005.13
CROMPTON26JUNFUT,0.0005,1.5,0.5,1.5,-3.4315,-9307.34,-3.1675,4258.16,4258.16,851.63,1,4,9255.91
CROMPTON26JUNFUT,0.0005,1.5,0.5,2.0,-3.4315,-9282.85,-3.1675,4307.14,4307.14,861.43,1,4,9254.92
CROMPTON26JUNFUT,0.0005,1.5,0.5,3.0,-3.4315,-9282.85,-3.1675,4307.14,4307.14,861.43,1,4,9254.92
CROMPTON26JUNFUT,0.0005,2.0,0.05,1.0,-567.3273,-18709.41,-966.925,-19416.1,-15399.9,-3079.98,4,4,32180.2
CROMPTON26JUNFUT,0.0005,2.0,0.05,1.5,-150.3992,-1000.19,-254.6225,13831.88,13782.26,2756.45,2,4,10049.7
CROMPTON26JUNFUT,0.0005,2.0,0.05,2.0,0.5281,-5179.64,7.265,16502.95,16453.33,3290.67,2,4,16101.32
CROMPTON26JUNFUT,0.0005,2.0,0.05,3.0,0.5281,-51.67,7.265,26758.88,26709.25,5341.85,2,4,13428.8
CROMPTON26JUNFUT,0.0005,2.0,0.1,1.0,-567.3273,-18709.41,-966.925,-19416.1,-15399.9,-3079.98,4,4,32180.2
CROMPTON26JUNFUT,0.0005,2.0,0.1,1.5,-150.3992,-1000.19,-254.6225,13831.88,13782.26,2756.45,2,4,10049.7
CROMPTON26JUNFUT,0.0005,2.0,0.1,2.0,0.5281,-5179.64,7.265,16502.95,16453.33,3290.67,2,4,16101.32
CROMPTON26JUNFUT,0.0005,2.0,0.1,3.0,0.5281,-51.67,7.265,26758.88,26709.25,5341.85,2,4,13428.8
CROMPTON26JUNFUT,0.0005,2.0,0.25,1.0,-567.3273,-18709.41,-966.925,-19416.1,-15399.9,-3079.98,4,4,32180.2
CROMPTON26JUNFUT,0.0005,2.0,0.25,1.5,-150.3992,-1000.19,-254.6225,13831.88,13782.26,2756.45,2,4,10049.7
CROMPTON26JUNFUT,0.0005,2.0,0.25,2.0,0.5281,-5179.64,7.265,16502.95,16453.33,3290.67,2,4,16101.32
CROMPTON26JUNFUT,0.0005,2.0,0.25,3.0,0.5281,-51.67,7.265,26758.88,26709.25,5341.85,2,4,13428.8
CROMPTON26JUNFUT,0.0005,2.0,0.5,1.0,-567.3273,-18709.41,-966.925,-19416.1,-15399.9,-3079.98,4,4,32180.2
CROMPTON26JUNFUT,0.0005,2.0,0.5,1.5,-150.3992,-1000.19,-254.6225,13831.88,13782.26,2756.45,2,4,10049.7
CROMPTON26JUNFUT,0.0005,2.0,0.5,2.0,0.5281,-5179.64,7.265,16502.95,16453.33,3290.67,2,4,16101.32
CROMPTON26JUNFUT,0.0005,2.0,0.5,3.0,0.5281,-51.67,7.265,26758.88,26709.25,5341.85,2,4,13428.8
CROMPTON26JUNFUT,0.001,1.0,0.05,1.0,0.0,-100.32,0.0,-182.08,-182.08,-36.42,0,4,32.61
CROMPTON26JUNFUT,0.001,1.0,0.05,1.5,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.001,1.0,0.05,2.0,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.001,1.0,0.05,3.0,0.0,-159.11,0.0,-466.22,-466.22,-93.24,0,4,147.66
CROMPTON26JUNFUT,0.001,1.0,0.1,1.0,0.0,-100.32,0.0,-182.08,-182.08,-36.42,0,4,32.61
CROMPTON26JUNFUT,0.001,1.0,0.1,1.5,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.001,1.0,0.1,2.0,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.001,1.0,0.1,3.0,0.0,-159.11,0.0,-466.22,-466.22,-93.24,0,4,147.66
CROMPTON26JUNFUT,0.001,1.0,0.25,1.0,0.0,-100.32,0.0,-182.08,-182.08,-36.42,0,4,32.61
CROMPTON26JUNFUT,0.001,1.0,0.25,1.5,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.001,1.0,0.25,2.0,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.001,1.0,0.25,3.0,0.0,-159.11,0.0,-466.22,-466.22,-93.24,0,4,147.66
CROMPTON26JUNFUT,0.001,1.0,0.5,1.0,0.0,-100.32,0.0,-182.08,-182.08,-36.42,0,4,32.61
CROMPTON26JUNFUT,0.001,1.0,0.5,1.5,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.001,1.0,0.5,2.0,0.0,-75.83,0.0,-133.1,-133.1,-26.62,0,4,34.65
CROMPTON26JUNFUT,0.001,1.0,0.5,3.0,0.0,-159.11,0.0,-466.22,-466.22,-93.24,0,4,147.66
CROMPTON26JUNFUT,0.001,1.5,0.05,1.0,0.0,-9460.48,0.0,-11564.1,-11613.69,-2322.74,1,4,5005.13
CROMPTON26JUNFUT,0.001,1.5,0.05,1.5,-3.4315,-9307.34,-3.1675,4258.16,4258.16,851.63,1,4,9255.91
CROMPTON26JUNFUT,0.001,1.5,0.05,2.0,-3.4315,-9282.85,-3.1675,4307.14,4307.14,861.43,1,4,9254.92
