symbol,gamma,kappa,min_spread,open_mult,train_sharpe,train_pnl,test_sharpe,test_pnl,total_pnl,avg_daily_pnl,profitable_days,test_days,pnl_std
DRREDDY26JUNFUT,0.002,2.0,0.5,1.5,7.6337,-26710.36,6.34,-66221.71,-73460.73,-14692.15,1,4,15031.05
DRREDDY26JUNFUT,0.002,2.0,0.5,2.0,7.3298,-23766.51,5.875,-69524.76,-81305.05,-16261.01,1,4,15775.56
DRREDDY26JUNFUT,0.002,2.0,0.5,3.0,10.9558,14142.05,7.8175,-22595.03,-16804.01,-3360.8,2,4,20172.99
DRREDDY26JUNFUT,0.005,1.0,0.05,1.0,-8.9227,-15735.41,9.3975,42999.5,12850.54,2570.11,4,4,18064.22
DRREDDY26JUNFUT,0.005,1.0,0.05,1.5,-1.9165,-21360.3,12.39,11557.78,-10924.02,-2184.8,3,4,13448.53
DRREDDY26JUNFUT,0.005,1.0,0.05,2.0,6.7854,-22189.13,20.675,9318.6,-15419.54,-3083.91,3,4,14130.54
DRREDDY26JUNFUT,0.005,1.0,0.05,3.0,4.0223,-18718.11,15.85,4458.35,-18023.44,-3604.69,3,4,13168.06
DRREDDY26JUNFUT,0.005,1.0,0.1,1.0,-8.9227,-15735.41,9.3975,42999.5,12850.54,2570.11,4,4,18064.22
DRREDDY26JUNFUT,0.005,1.0,0.1,1.5,-1.9165,-21360.3,12.39,11557.78,-10924.02,-2184.8,3,4,13448.53
DRREDDY26JUNFUT,0.005,1.0,0.1,2.0,6.7854,-22189.13,20.675,9318.6,-15419.54,-3083.91,3,4,14130.54
DRREDDY26JUNFUT,0.005,1.0,0.1,3.0,4.0223,-18718.11,15.85,4458.35,-18023.44,-3604.69,3,4,13168.06
DRREDDY26JUNFUT,0.005,1.0,0.25,1.0,-8.9227,-15735.41,9.3975,42999.5,12850.54,2570.11,4,4,18064.22
DRREDDY26JUNFUT,0.005,1.0,0.25,1.5,-1.9165,-21360.3,12.39,11557.78,-10924.02,-2184.8,3,4,13448.53
DRREDDY26JUNFUT,0.005,1.0,0.25,2.0,6.7854,-22189.13,20.675,9318.6,-15419.54,-3083.91,3,4,14130.54
DRREDDY26JUNFUT,0.005,1.0,0.25,3.0,4.0223,-18718.11,15.85,4458.35,-18023.44,-3604.69,3,4,13168.06
DRREDDY26JUNFUT,0.005,1.0,0.5,1.0,-8.9227,-15735.41,9.3975,42999.5,12850.54,2570.11,4,4,18064.22
DRREDDY26JUNFUT,0.005,1.0,0.5,1.5,-1.9165,-21360.3,12.39,11557.78,-10924.02,-2184.8,3,4,13448.53
DRREDDY26JUNFUT,0.005,1.0,0.5,2.0,6.7854,-22189.13,20.675,9318.6,-15419.54,-3083.91,3,4,14130.54
DRREDDY26JUNFUT,0.005,1.0,0.5,3.0,4.0223,-18718.11,15.85,4458.35,-18023.44,-3604.69,3,4,13168.06
DRREDDY26JUNFUT,0.005,1.5,0.05,1.0,7.3775,-18357.45,6.7725,-33848.82,-42940.15,-8588.03,1,4,17502.2
DRREDDY26JUNFUT,0.005,1.5,0.05,1.5,7.6175,-6673.55,7.7225,-3125.57,-9707.72,-1941.54,2,4,17043.71
DRREDDY26JUNFUT,0.005,1.5,0.05,2.0,9.6573,2309.37,9.48,7032.51,450.24,90.05,2,4,19306.31
DRREDDY26JUNFUT,0.005,1.5,0.05,3.0,11.6546,12416.48,8.9475,882.66,370.86,74.17,2,4,22987.31
DRREDDY26JUNFUT,0.005,1.5,0.1,1.0,7.3775,-18357.45,6.7725,-33848.82,-42940.15,-8588.03,1,4,17502.2
DRREDDY26JUNFUT,0.005,1.5,0.1,1.5,7.6175,-6673.55,7.7225,-3125.57,-9707.72,-1941.54,2,4,17043.71
DRREDDY26JUNFUT,0.005,1.5,0.1,2.0,9.6573,2309.37,9.48,7032.51,450.24,90.05,2,4,19306.31
DRREDDY26JUNFUT,0.005,1.5,0.1,3.0,11.6546,12416.48,8.9475,882.66,370.86,74.17,2,4,22987.31
DRREDDY26JUNFUT,0.005,1.5,0.25,1.0,7.3775,-18357.45,6.7725,-33848.82,-42940.15,-8588.03,1,4,17502.2
DRREDDY26JUNFUT,0.005,1.5,0.25,1.5,7.6175,-6673.55,7.7225,-3125.57,-9707.72,-1941.54,2,4,17043.71
DRREDDY26JUNFUT,0.005,1.5,0.25,2.0,9.6573,2309.37,9.48,7032.51,450.24,90.05,2,4,19306.31
DRREDDY26JUNFUT,0.005,1.5,0.25,3.0,11.6546,12416.48,8.9475,882.66,370.86,74.17,2,4,22987.31
DRREDDY26JUNFUT,0.005,1.5,0.5,1.0,7.3775,-18357.45,6.7725,-33848.82,-42940.15,-8588.03,1,4,17502.2
DRREDDY26JUNFUT,0.005,1.5,0.5,1.5,7.6175,-6673.55,7.7225,-3125.57,-9707.72,-1941.54,2,4,17043.71
DRREDDY26JUNFUT,0.005,1.5,0.5,2.0,9.6573,2309.37,9.48,7032.51,450.24,90.05,2,4,19306.31
DRREDDY26JUNFUT,0.005,1.5,0.5,3.0,11.6546,12416.48,8.9475,882.66,370.86,74.17,2,4,22987.31
DRREDDY26JUNFUT,0.005,2.0,0.05,1.0,6.4108,-36199.57,5.8725,-84194.36,-104351.06,-20870.21,1,4,17082.11
DRREDDY26JUNFUT,0.005,2.0,0.05,1.5,6.1619,-45402.04,5.4275,-103795.72,-125419.22,-25083.84,1,4,17806.22
DRREDDY26JUNFUT,0.005,2.0,0.05,2.0,8.4125,-17110.7,5.175,-88902.53,-85813.48,-17162.7,2,4,17400.48
DRREDDY26JUNFUT,0.005,2.0,0.05,3.0,10.3844,3830.79,6.845,-65023.92,-62016.83,-12403.37,2,4,26195.1
DRREDDY26JUNFUT,0.005,2.0,0.1,1.0,6.4108,-36199.57,5.8725,-84194.36,-104351.06,-20870.21,1,4,17082.11
DRREDDY26JUNFUT,0.005,2.0,0.1,1.5,6.1619,-45402.04,5.4275,-103795.72,-125419.22,-25083.84,1,4,17806.22
DRREDDY26JUNFUT,0.005,2.0,0.1,2.0,8.4125,-17110.7,5.175,-88902.53,-85813.48,-17162.7,2,4,17400.48
DRREDDY26JUNFUT,0.005,2.0,0.1,3.0,10.3844,3830.79,6.845,-65023.92,-62016.83,-12403.37,2,4,26195.1
DRREDDY26JUNFUT,0.005,2.0,0.25,1.0,6.4108,-36199.57,5.8725,-84194.36,-104351.06,-20870.21,1,4,17082.11
DRREDDY26JUNFUT,0.005,2.0,0.25,1.5,6.1619,-45402.04,5.4275,-103795.72,-125419.22,-25083.84,1,4,17806.22
DRREDDY26JUNFUT,0.005,2.0,0.25,2.0,8.4125,-17110.7,5.175,-88902.53,-85813.48,-17162.7,2,4,17400.48
DRREDDY26JUNFUT,0.005,2.0,0.25,3.0,10.3844,3830.79,6.845,-65023.92,-62016.83,-12403.37,2,4,26195.1
DRREDDY26JUNFUT,0.005,2.0,0.5,1.0,6.4108,-36199.57,5.8725,-84194.36,-104351.06,-20870.21,1,4,17082.11
DRREDDY26JUNFUT,0.005,2.0,0.5,1.5,6.1619,-45402.04,5.4275,-103795.72,-125419.22,-25083.84,1,4,17806.22
DRREDDY26JUNFUT,0.005,2.0,0.5,2.0,8.4125,-17110.7,5.175,-88902.53,-85813.48,-17162.7,2,4,17400.48
DRREDDY26JUNFUT,0.005,2.0,0.5,3.0,10.3844,3830.79,6.845,-65023.92,-62016.83,-12403.37,2,4,26195.1
GRASIM26JUNFUT,0.0005,1.0,0.05,1.0,3.9363,-92926.28,4.4025,-128813.4,-160064.5,-32012.9,0,4,14694.27
GRASIM26JUNFUT,0.0005,1.0,0.05,1.5,5.9035,-53579.16,5.225,-88276.53,-98184.72,-19636.94,0,4,11570.82
GRASIM26JUNFUT,0.0005,1.0,0.05,2.0,3.9481,-67836.21,5.4775,-66997.78,-94791.26,-18958.25,1,4,14482.52
GRASIM26JUNFUT,0.0005,1.0,0.05,3.0,4.9267,-64815.44,4.9225,-91340.54,-107470.49,-21494.1,0,4,14268.41
GRASIM26JUNFUT,0.0005,1.0,0.1,1.0,3.9363,-92926.28,4.4025,-128813.4,-160064.5,-32012.9,0,4,14694.27
GRASIM26JUNFUT,0.0005,1.0,0.1,1.5,5.9035,-53579.16,5.225,-88276.53,-98184.72,-19636.94,0,4,11570.82
GRASIM26JUNFUT,0.0005,1.0,0.1,2.0,3.9481,-67836.21,5.4775,-66997.78,-94791.26,-18958.25,1,4,14482.52
GRASIM26JUNFUT,0.0005,1.0,0.1,3.0,4.9267,-64815.44,4.9225,-91340.54,-107470.49,-21494.1,0,4,14268.41
GRASIM26JUNFUT,0.0005,1.0,0.25,1.0,3.9363,-92926.28,4.4025,-128813.4,-160064.5,-32012.9,0,4,14694.27
GRASIM26JUNFUT,0.0005,1.0,0.25,1.5,5.9035,-53579.16,5.225,-88276.53,-98184.72,-19636.94,0,4,11570.82
GRASIM26JUNFUT,0.0005,1.0,0.25,2.0,3.9481,-67836.21,5.4775,-66997.78,-94791.26,-18958.25,1,4,14482.52
GRASIM26JUNFUT,0.0005,1.0,0.25,3.0,4.9267,-64815.44,4.9225,-91340.54,-107470.49,-21494.1,0,4,14268.41
GRASIM26JUNFUT,0.0005,1.0,0.5,1.0,3.9363,-92926.28,4.4025,-128813.4,-160064.5,-32012.9,0,4,14694.27
GRASIM26JUNFUT,0.0005,1.0,0.5,1.5,5.9035,-53579.16,5.225,-88276.53,-98184.72,-19636.94,0,4,11570.82
GRASIM26JUNFUT,0.0005,1.0,0.5,2.0,3.9481,-67836.21,5.4775,-66997.78,-94791.26,-18958.25,1,4,14482.52
GRASIM26JUNFUT,0.0005,1.0,0.5,3.0,4.9267,-64815.44,4.9225,-91340.54,-107470.49,-21494.1,0,4,14268.41
GRASIM26JUNFUT,0.0005,1.5,0.05,1.0,2.1142,-148574.03,3.905,-150961.89,-209891.92,-41978.38,0,4,31209.36
GRASIM26JUNFUT,0.0005,1.5,0.05,1.5,3.4938,-129960.5,3.355,-168556.49,-206715.41,-41343.08,0,4,29175.79
GRASIM26JUNFUT,0.0005,1.5,0.05,2.0,4.206,-105294.17,3.695,-138544.76,-167520.07,-33504.01,1,4,28678.68
GRASIM26JUNFUT,0.0005,1.5,0.05,3.0,2.6873,-116707.53,3.905,-117691.39,-163247.21,-32649.44,1,4,25369.99
GRASIM26JUNFUT,0.0005,1.5,0.1,1.0,2.1142,-148574.03,3.905,-150961.89,-209891.92,-41978.38,0,4,31209.36
GRASIM26JUNFUT,0.0005,1.5,0.1,1.5,3.4938,-129960.5,3.355,-168556.49,-206715.41,-41343.08,0,4,29175.79
GRASIM26JUNFUT,0.0005,1.5,0.1,2.0,4.206,-105294.17,3.695,-138544.76,-167520.07,-33504.01,1,4,28678.68
GRASIM26JUNFUT,0.0005,1.5,0.1,3.0,2.6873,-116707.53,3.905,-117691.39,-163247.21,-32649.44,1,4,25369.99
GRASIM26JUNFUT,0.0005,1.5,0.25,1.0,2.1142,-148574.03,3.905,-150961.89,-209891.92,-41978.38,0,4,31209.36
GRASIM26JUNFUT,0.0005,1.5,0.25,1.5,3.4938,-129960.5,3.355,-168556.49,-206715.41,-41343.08,0,4,29175.79
GRASIM26JUNFUT,0.0005,1.5,0.25,2.0,4.206,-105294.17,3.695,-138544.76,-167520.07,-33504.01,1,4,28678.68
GRASIM26JUNFUT,0.0005,1.5,0.25,3.0,2.6873,-116707.53,3.905,-117691.39,-163247.21,-32649.44,1,4,25369.99
GRASIM26JUNFUT,0.0005,1.5,0.5,1.0,2.1142,-148574.03,3.905,-150961.89,-209891.92,-41978.38,0,4,31209.36
GRASIM26JUNFUT,0.0005,1.5,0.5,1.5,3.4938,-129960.5,3.355,-168556.49,-206715.41,-41343.08,0,4,29175.79
GRASIM26JUNFUT,0.0005,1.5,0.5,2.0,4.206,-105294.17,3.695,-138544.76,-167520.07,-33504.01,1,4,28678.68
GRASIM26JUNFUT,0.0005,1.5,0.5,3.0,2.6873,-116707.53,3.905,-117691.39,-163247.21,-32649.44,1,4,25369.99
GRASIM26JUNFUT,0.0005,2.0,0.05,1.0,2.8042,-166746.19,3.1175,-236578.04,-282844.1,-56568.82,0,4,31568.41
GRASIM26JUNFUT,0.0005,2.0,0.05,1.5,1.97,-179280.02,2.885,-243180.26,-302379.17,-60475.83,0,4,30928.91
GRASIM26JUNFUT,0.0005,2.0,0.05,2.0,1.6977,-180883.23,2.8025,-245979.4,-302700.22,-60540.04,0,4,35769.74
GRASIM26JUNFUT,0.0005,2.0,0.05,3.0,3.0367,-148242.19,2.9775,-216633.44,-255283.09,-51056.62,0,4,30797.57
GRASIM26JUNFUT,0.0005,2.0,0.1,1.0,2.8042,-166746.19,3.1175,-236578.04,-282844.1,-56568.82,0,4,31568.41
GRASIM26JUNFUT,0.0005,2.0,0.1,1.5,1.97,-179280.02,2.885,-243180.26,-302379.17,-60475.83,0,4,30928.91
GRASIM26JUNFUT,0.0005,2.0,0.1,2.0,1.6977,-180883.23,2.8025,-245979.4,-302700.22,-60540.04,0,4,35769.74
GRASIM26JUNFUT,0.0005,2.0,0.1,3.0,3.0367,-148242.19,2.9775,-216633.44,-255283.09,-51056.62,0,4,30797.57
GRASIM26JUNFUT,0.0005,2.0,0.25,1.0,2.8042,-166746.19,3.1175,-236578.04,-282844.1,-56568.82,0,4,31568.41
GRASIM26JUNFUT,0.0005,2.0,0.25,1.5,1.97,-179280.02,2.885,-243180.26,-302379.17,-60475.83,0,4,30928.91
GRASIM26JUNFUT,0.0005,2.0,0.25,2.0,1.6977,-180883.23,2.8025,-245979.4,-302700.22,-60540.04,0,4,35769.74
GRASIM26JUNFUT,0.0005,2.0,0.25,3.0,3.0367,-148242.19,2.9775,-216633.44,-255283.09,-51056.62,0,4,30797.57
GRASIM26JUNFUT,0.0005,2.0,0.5,1.0,2.8042,-166746.19,3.1175,-236578.04,-282844.1,-56568.82,0,4,31568.41
GRASIM26JUNFUT,0.0005,2.0,0.5,1.5,1.97,-179280.02,2.885,-243180.26,-302379.17,-60475.83,0,4,30928.91
GRASIM26JUNFUT,0.0005,2.0,0.5,2.0,1.6977,-180883.23,2.8025,-245979.4,-302700.22,-60540.04,0,4,35769.74
GRASIM26JUNFUT,0.0005,2.0,0.5,3.0,3.0367,-148242.19,2.9775,-216633.44,-255283.09,-51056.62,0,4,30797.57
GRASIM26JUNFUT,0.001,1.0,0.05,1.0,4.0631,-89644.31,5.355,-112791.97,-144642.98,-28928.6,0,4,18122.17
GRASIM26JUNFUT,0.001,1.0,0.05,1.5,6.0519,-49317.07,5.385,-83247.87,-92915.31,-18583.06,0,4,11208.7
GRASIM26JUNFUT,0.001,1.0,0.05,2.0,3.1342,-74584.51,5.385,-69475.85,-110282.12,-22056.42,0,4,12754.23
GRASIM26JUNFUT,0.001,1.0,0.05,3.0,5.0725,-60462.14,5.0325,-88709.26,-104617.75,-20923.55,0,4,13579.19
GRASIM26JUNFUT,0.001,1.0,0.1,1.0,4.0631,-89644.31,5.355,-112791.97,-144642.98,-28928.6,0,4,18122.17
GRASIM26JUNFUT,0.001,1.0,0.1,1.5,6.0519,-49317.07,5.385,-83247.87,-92915.31,-18583.06,0,4,11208.7
GRASIM26JUNFUT,0.001,1.0,0.1,2.0,3.1342,-74584.51,5.385,-69475.85,-110282.12,-22056.42,0,4,12754.23
GRASIM26JUNFUT,0.001,1.0,0.1,3.0,5.0725,-60462.14,5.0325,-88709.26,-104617.75,-20923.55,0,4,13579.19
GRASIM26JUNFUT,0.001,1.0,0.25,1.0,4.0631,-89644.31,5.355,-112791.97,-144642.98,-28928.6,0,4,18122.17
GRASIM26JUNFUT,0.001,1.0,0.25,1.5,6.0519,-49317.07,5.385,-83247.87,-92915.31,-18583.06,0,4,11208.7
GRASIM26JUNFUT,0.001,1.0,0.25,2.0,3.1342,-74584.51,5.385,-69475.85,-110282.12,-22056.42,0,4,12754.23
GRASIM26JUNFUT,0.001,1.0,0.25,3.0,5.0725,-60462.14,5.0325,-88709.26,-104617.75,-20923.55,0,4,13579.19
GRASIM26JUNFUT,0.001,1.0,0.5,1.0,4.0631,-89644.31,5.355,-112791.97,-144642.98,-28928.6,0,4,18122.17
GRASIM26JUNFUT,0.001,1.0,0.5,1.5,6.0519,-49317.07,5.385,-83247.87,-92915.31,-18583.06,0,4,11208.7
GRASIM26JUNFUT,0.001,1.0,0.5,2.0,3.1342,-74584.51,5.385,-69475.85,-110282.12,-22056.42,0,4,12754.23
GRASIM26JUNFUT,0.001,1.0,0.5,3.0,5.0725,-60462.14,5.0325,-88709.26,-104617.75,-20923.55,0,4,13579.19
GRASIM26JUNFUT,0.001,1.5,0.05,1.0,2.4613,-133693.63,4.135,-132093.78,-190028.3,-38005.66,0,4,25964.12
GRASIM26JUNFUT,0.001,1.5,0.05,1.5,3.4219,-130025.38,3.81,-149194.43,-189684.64,-37936.93,1,4,32866.47
GRASIM26JUNFUT,0.001,1.5,0.05,2.0,4.2069,-105707.78,3.6275,-137679.31,-165549.98,-33110.0,1,4,28033.32
GRASIM26JUNFUT,0.001,1.5,0.05,3.0,2.7208,-112347.62,4.12,-104628.69,-150795.27,-30159.05,1,4,26218.84
GRASIM26JUNFUT,0.001,1.5,0.1,1.0,2.4613,-133693.63,4.135,-132093.78,-190028.3,-38005.66,0,4,25964.12
GRASIM26JUNFUT,0.001,1.5,0.1,1.5,3.4219,-130025.38,3.81,-149194.43,-189684.64,-37936.93,1,4,32866.47
GRASIM26JUNFUT,0.001,1.5,0.1,2.0,4.2069,-105707.78,3.6275,-137679.31,-165549.98,-33110.0,1,4,28033.32
GRASIM26JUNFUT,0.001,1.5,0.1,3.0,2.7208,-112347.62,4.12,-104628.69,-150795.27,-30159.05,1,4,26218.84
GRASIM26JUNFUT,0.001,1.5,0.25,1.0,2.4613,-133693.63,4.135,-132093.78,-190028.3,-38005.66,0,4,25964.12
GRASIM26JUNFUT,0.001,1.5,0.25,1.5,3.4219,-130025.38,3.81,-149194.43,-189684.64,-37936.93,1,4,32866.47
GRASIM26JUNFUT,0.001,1.5,0.25,2.0,4.2069,-105707.78,3.6275,-137679.31,-165549.98,-33110.0,1,4,28033.32
GRASIM26JUNFUT,0.001,1.5,0.25,3.0,2.7208,-112347.62,4.12,-104628.69,-150795.27,-30159.05,1,4,26218.84
GRASIM26JUNFUT,0.001,1.5,0.5,1.0,2.4613,-133693.63,4.135,-132093.78,-190028.3,-38005.66,0,4,25964.12
GRASIM26JUNFUT,0.001,1.5,0.5,1.5,3.4219,-130025.38,3.81,-149194.43,-189684.64,-37936.93,1,4,32866.47
GRASIM26JUNFUT,0.001,1.5,0.5,2.0,4.2069,-105707.78,3.6275,-137679.31,-165549.98,-33110.0,1,4,28033.32
GRASIM26JUNFUT,0.001,1.5,0.5,3.0,2.7208,-112347.62,4.12,-104628.69,-150795.27,-30159.05,1,4,26218.84
GRASIM26JUNFUT,0.001,2.0,0.05,1.0,2.8679,-164760.47,2.91,-242198.59,-288516.3,-57703.26,0,4,30847.69
GRASIM26JUNFUT,0.001,2.0,0.05,1.5,1.7796,-183283.51,2.715,-254131.32,-313627.92,-62725.58,0,4,33846.06
GRASIM26JUNFUT,0.001,2.0,0.05,2.0,1.7063,-176647.66,2.9525,-238051.04,-294665.54,-58933.11,0,4,37743.7
GRASIM26JUNFUT,0.001,2.0,0.05,3.0,3.0235,-148791.38,2.9925,-214446.7,-253430.31,-50686.06,0,4,32515.94
GRASIM26JUNFUT,0.001,2.0,0.1,1.0,2.8679,-164760.47,2.91,-242198.59,-288516.3,-57703.26,0,4,30847.69
GRASIM26JUNFUT,0.001,2.0,0.1,1.5,1.7796,-183283.51,2.715,-254131.32,-313627.92,-62725.58,0,4,33846.06
GRASIM26JUNFUT,0.001,2.0,0.1,2.0,1.7063,-176647.66,2.9525,-238051.04,-294665.54,-58933.11,0,4,37743.7
GRASIM26JUNFUT,0.001,2.0,0.1,3.0,3.0235,-148791.38,2.9925,-214446.7,-253430.31,-50686.06,0,4,32515.94
GRASIM26JUNFUT,0.001,2.0,0.25,1.0,2.8679,-164760.47,2.91,-242198.59,-288516.3,-57703.26,0,4,30847.69
GRASIM26JUNFUT,0.001,2.0,0.25,1.5,1.7796,-183283.51,2.715,-254131.32,-313627.92,-62725.58,0,4,33846.06
GRASIM26JUNFUT,0.001,2.0,0.25,2.0,1.7063,-176647.66,2.9525,-238051.04,-294665.54,-58933.11,0,4,37743.7
GRASIM26JUNFUT,0.001,2.0,0.25,3.0,3.0235,-148791.38,2.9925,-214446.7,-253430.31,-50686.06,0,4,32515.94
GRASIM26JUNFUT,0.001,2.0,0.5,1.0,2.8679,-164760.47,2.91,-242198.59,-288516.3,-57703.26,0,4,30847.69
GRASIM26JUNFUT,0.001,2.0,0.5,1.5,1.7796,-183283.51,2.715,-254131.32,-313627.92,-62725.58,0,4,33846.06
GRASIM26JUNFUT,0.001,2.0,0.5,2.0,1.7063,-176647.66,2.9525,-238051.04,-294665.54,-58933.11,0,4,37743.7
GRASIM26JUNFUT,0.001,2.0,0.5,3.0,3.0235,-148791.38,2.9925,-214446.7,-253430.31,-50686.06,0,4,32515.94
GRASIM26JUNFUT,0.002,1.0,0.05,1.0,4.65,-75959.74,5.705,-89274.16,-117543.14,-23508.63,0,4,15263.28
GRASIM26JUNFUT,0.002,1.0,0.05,1.5,6.0985,-46799.66,5.69,-68199.86,-76839.17,-15367.83,1,4,14055.5
GRASIM26JUNFUT,0.002,1.0,0.05,2.0,2.8781,-77347.97,5.93,-51768.1,-96603.78,-19320.76,1,4,18345.45
GRASIM26JUNFUT,0.002,1.0,0.05,3.0,4.9177,-61354.16,5.2775,-76816.87,-93750.76,-18750.15,1,4,17265.51
GRASIM26JUNFUT,0.002,1.0,0.1,1.0,4.65,-75959.74,5.705,-89274.16,-117543.14,-23508.63,0,4,15263.28
GRASIM26JUNFUT,0.002,1.0,0.1,1.5,6.0985,-46799.66,5.69,-68199.86,-76839.17,-15367.83,1,4,14055.5
GRASIM26JUNFUT,0.002,1.0,0.1,2.0,2.8781,-77347.97,5.93,-51768.1,-96603.78,-19320.76,1,4,18345.45
GRASIM26JUNFUT,0.002,1.0,0.1,3.0,4.9177,-61354.16,5.2775,-76816.87,-93750.76,-18750.15,1,4,17265.51
GRASIM26JUNFUT,0.002,1.0,0.25,1.0,4.65,-75959.74,5.705,-89274.16,-117543.14,-23508.63,0,4,15263.28
GRASIM26JUNFUT,0.002,1.0,0.25,1.5,6.0985,-46799.66,5.69,-68199.86,-76839.17,-15367.83,1,4,14055.5
GRASIM26JUNFUT,0.002,1.0,0.25,2.0,2.8781,-77347.97,5.93,-51768.1,-96603.78,-19320.76,1,4,18345.45
GRASIM26JUNFUT,0.002,1.0,0.25,3.0,4.9177,-61354.16,5.2775,-76816.87,-93750.76,-18750.15,1,4,17265.51
GRASIM26JUNFUT,0.002,1.0,0.5,1.0,4.65,-75959.74,5.705,-89274.16,-117543.14,-23508.63,0,4,15263.28
GRASIM26JUNFUT,0.002,1.0,0.5,1.5,6.0985,-46799.66,5.69,-68199.86,-76839.17,-15367.83,1,4,14055.5
GRASIM26JUNFUT,0.002,1.0,0.5,2.0,2.8781,-77347.97,5.93,-51768.1,-96603.78,-19320.76,1,4,18345.45
GRASIM26JUNFUT,0.002,1.0,0.5,3.0,4.9177,-61354.16,5.2775,-76816.87,-93750.76,-18750.15,1,4,17265.51
GRASIM26JUNFUT,0.002,1.5,0.05,1.0,2.7344,-130522.91,4.035,-135853.66,-185276.4,-37055.28,0,4,26709.56
GRASIM26JUNFUT,0.002,1.5,0.05,1.5,3.4656,-126311.67,3.73,-149323.01,-185667.49,-37133.5,1,4,29564.04
GRASIM26JUNFUT,0.002,1.5,0.05,2.0,3.966,-109305.24,3.54,-139497.89,-165992.53,-33198.51,1,4,28394.1
GRASIM26JUNFUT,0.002,1.5,0.05,3.0,2.575,-113659.02,4.2875,-96202.39,-141484.19,-28296.84,1,4,28607.77
GRASIM26JUNFUT,0.002,1.5,0.1,1.0,2.7344,-130522.91,4.035,-135853.66,-185276.4,-37055.28,0,4,26709.56
GRASIM26JUNFUT,0.002,1.5,0.1,1.5,3.4656,-126311.67,3.73,-149323.01,-185667.49,-37133.5,1,4,29564.04
GRASIM26JUNFUT,0.002,1.5,0.1,2.0,3.966,-109305.24,3.54,-139497.89,-165992.53,-33198.51,1,4,28394.1
GRASIM26JUNFUT,0.002,1.5,0.1,3.0,2.575,-113659.02,4.2875,-96202.39,-141484.19,-28296.84,1,4,28607.77
GRASIM26JUNFUT,0.002,1.5,0.25,1.0,2.7344,-130522.91,4.035,-135853.66,-185276.4,-37055.28,0,4,26709.56
GRASIM26JUNFUT,0.002,1.5,0.25,1.5,3.4656,-126311.67,3.73,-149323.01,-185667.49,-37133.5,1,4,29564.04
GRASIM26JUNFUT,0.002,1.5,0.25,2.0,3.966,-109305.24,3.54,-139497.89,-165992.53,-33198.51,1,4,28394.1
GRASIM26JUNFUT,0.002,1.5,0.25,3.0,2.575,-113659.02,4.2875,-96202.39,-141484.19,-28296.84,1,4,28607.77
GRASIM26JUNFUT,0.002,1.5,0.5,1.0,2.7344,-130522.91,4.035,-135853.66,-185276.4,-37055.28,0,4,26709.56
GRASIM26JUNFUT,0.002,1.5,0.5,1.5,3.4656,-126311.67,3.73,-149323.01,-185667.49,-37133.5,1,4,29564.04
GRASIM26JUNFUT,0.002,1.5,0.5,2.0,3.966,-109305.24,3.54,-139497.89,-165992.53,-33198.51,1,4,28394.1
GRASIM26JUNFUT,0.002,1.5,0.5,3.0,2.575,-113659.02,4.2875,-96202.39,-141484.19,-28296.84,1,4,28607.77
GRASIM26JUNFUT,0.002,2.0,0.05,1.0,2.456,-166569.89,3.42,-218141.95,-270232.04,-54046.41,0,4,32984.26
GRASIM26JUNFUT,0.002,2.0,0.05,1.5,1.5604,-186987.78,2.83,-246643.8,-309290.37,-61858.07,0,4,34079.57
GRASIM26JUNFUT,0.002,2.0,0.05,2.0,1.6379,-178586.69,2.635,-241306.53,-296360.6,-59272.12,0,4,36338.76
GRASIM26JUNFUT,0.002,2.0,0.05,3.0,2.8269,-143827.55,3.355,-192670.78,-235504.62,-47100.92,0,4,30572.51
GRASIM26JUNFUT,0.002,2.0,0.1,1.0,2.456,-166569.89,3.42,-218141.95,-270232.04,-54046.41,0,4,32984.26
GRASIM26JUNFUT,0.002,2.0,0.1,1.5,1.5604,-186987.78,2.83,-246643.8,-309290.37,-61858.07,0,4,34079.57
GRASIM26JUNFUT,0.002,2.0,0.1,2.0,1.6379,-178586.69,2.635,-241306.53,-296360.6,-59272.12,0,4,36338.76
GRASIM26JUNFUT,0.002,2.0,0.1,3.0,2.8269,-143827.55,3.355,-192670.78,-235504.62,-47100.92,0,4,30572.51
GRASIM26JUNFUT,0.002,2.0,0.25,1.0,2.456,-166569.89,3.42,-218141.95,-270232.04,-54046.41,0,4,32984.26
GRASIM26JUNFUT,0.002,2.0,0.25,1.5,1.5604,-186987.78,2.83,-246643.8,-309290.37,-61858.07,0,4,34079.57
GRASIM26JUNFUT,0.002,2.0,0.25,2.0,1.6379,-178586.69,2.635,-241306.53,-296360.6,-59272.12,0,4,36338.76
GRASIM26JUNFUT,0.002,2.0,0.25,3.0,2.8269,-143827.55,3.355,-192670.78,-235504.62,-47100.92,0,4,30572.51
GRASIM26JUNFUT,0.002,2.0,0.5,1.0,2.456,-166569.89,3.42,-218141.95,-270232.04,-54046.41,0,4,32984.26
GRASIM26JUNFUT,0.002,2.0,0.5,1.5,1.5604,-186987.78,2.83,-246643.8,-309290.37,-61858.07,0,4,34079.57
GRASIM26JUNFUT,0.002,2.0,0.5,2.0,1.6379,-178586.69,2.635,-241306.53,-296360.6,-59272.12,0,4,36338.76
GRASIM26JUNFUT,0.002,2.0,0.5,3.0,2.8269,-143827.55,3.355,-192670.78,-235504.62,-47100.92,0,4,30572.51
